,name,artists,genre,spotifyID,lyrics

Business

It is the week of Christmas and the stores, to accommodate the rush they hope for, are remaining open in the evening. You can see the show falling in the cones of the street lamps. The roads are filling—undisturbed. Stings of red and green lights droop over the principal highway, and the water tower wears a star. The windows of the stores have been bedizened. Shamelessly they beckon. But I am alone, leaning against a pole—no…there is no one in sight. They’re all at home, perhaps by their instruments, tuning in on their evenings, and like Ramona, tirelessly playing and replaying themselves. There’s a speaker perched in the tower, and through the boughs of falling snow and over the vacant streets, it drapes the twisted and metallic strains of a tune that can barely be distinguished—yes, I believe it’s one of the jolly ones, it’s “Joy to the World.” There’s no one to hear the music but myself, and though I’m listening, I’m no longer certain. Perhaps the record’s playing something else.1Embed"
14,Funky Town,['Lipps Inc.'],chicago-house,7723JnKU2R15Iv4T7OJrly,"[Intro]

[Verse]
Gotta make a move to a town that's right for me
Town to keep me movin', keep me groovin' with some energy

[Pre-Chorus]
Well, I talk about it, talk about it
Talk about it, talk about it
Talk about, talk about
Talk about movin'
Gotta move on
Gotta move on
Gotta move on

[Drum Solo]
[Chorus]
A-won't you take me to Funkytown?
Won't you take me to Funkytown?
Won't you take me to Funkytown?
Won't you take me to Funkytown?

[Instrumental Bridge 1]

[Chorus]
Won't you take me to Funkytown?
Won't you take me to Funkytown?
Won't you take me to Funkytown?
Won't you take me to Funkytown?

[Instrumental Bridge 2]

[Verse]
Gotta make a move to a town that's right for me
Town to keep me movin', keep me groovin' with some energy

[Pre-Chorus]
Well, I talk about it, talk about it
Talk about it, talk about it
Talk about, talk about
Talk about movin'
Gotta move on
Gotta move on
Gotta move on

[Instrumental Bridge 3]

[Chorus]
A-won't you take me to Funkytown?
Won't you take me to Funkytown?
Won't you take me to Funkytown?
Won't you take me to Funkytown?

[Instrumental Bridge 4]

[Chorus]
Won't you take me to Funkytown?
Won't you take me to Funkytown?
Won't you take me to Funkytown?
Won't you take me to Funkytown, yeah?

Won't you take me down to Funkytown?
Won't you take me down to Funkytown?
Won't you take me down to Funkytown?
Won't you take me down to Funkytown?

(Won't you take me to) Funkytown?
(Won't you take me to) Funkytown?
(Won't you take me to) Funkytown?
(Won't you take me to) Funkytown?
Take me, won't you take me?
Take me, won't you take me?
Take me, (won't you take me) won't you take me?
Take me, (won't you take me) won't you take me?

I wanna go (won't you take me) to Funkytown
I wanna go (won't you take me) to Funkytown
I wanna go (won't you take me) to Funkytown
I wanna go (won't you take me) to Funkytown7Embed"
15,Just The Way You Are,['Bruno Mars'],children,24lMtPOCzP5g4hrg3NklLa,"[Intro]
Oh, oh-oh-oh
Oh-oh-oh-oh
Oh-oh-oh

[Verse 1]
Oh, her eyes, her eyes
Make the stars look like they're not shinin'
Her hair, her hair
Falls perfectly without her tryin'
She's so beautiful
And I tell her every day
Yeah, I know, I know
When I compliment her, she won't believe me
And it's so, it's so
Sad to think that she don't see what I see
But every time she asks me, ""Do I look okay?"" I say
[Chorus]
When I see your face (Face, face)
There's not a thing that I would change
'Cause you're amazing (Amazing)
Just the way you are (Are)
And when you smile (Smile, smile)
The whole world stops and stares for a while
'Cause, girl, you're amazing (Amazing)
Just the way you are (Are)
Yeah

[Verse 2]
Her lips, her lips
I could kiss them all day if she'd let me
Her laugh, her laugh
She hates, but I think it's so sexy
She's so beautiful, and I tell her every day
Oh, you know, you know, you know
I'd never ask you to change
If perfect's what you're searching for
Then just stay the same
So don't even bother askin' if you look okay
You know I'll say

[Chorus]
When I see your face (Face, face)
There's not a thing that I would change
'Cause you're amazing (Amazing)
Just the way you are (Are)
And when you smile (Smile, smile)
The whole world stops and stares for a while
'Cause, girl, you're amazing (Amazing)
Just the way you are (Are)
[Post-Chorus]
The way you are
The way you are
Girl, you're amazing (Amazing)
Just the way you are (Are)

[Chorus]
When I see your face
There's not a thing that I would change
'Cause you're amazing (Amazing)
Just the way you are (Are)
And when you smile
The whole world stops and stares for a while
'Cause, girl, you're amazing
Just the way you are
Yeah51Embed"
16,Tiptoe,['Imagine Dragons'],chill,3dw0A0cbqT6Oy2V8KfGwIT,"[Intro]

[Verse 1]
In the morning light, let my roots take flight
Watch me fall above like a vicious dove
They don't see me come, who can blame them?
They never seem to catch my eye
But I've never wondered why

[Pre-Chorus]
I won't fall asleep
I won't fall asleep...

[Chorus]
Hey, yeah, don't let 'em know we're coming
Hey, yeah, tiptoe higher
Take some time to simmer down, keep your head down low
Hey, yeah, tiptoe higher
[Verse 2]
From your slanted view, see the morning dew
Sink into the soil, watch the water boil
They won't see me run, who can blame them?
They never look to see me fly
So I've never had to lie

[Pre-Chorus]
I won't fall asleep
I won't fall asleep...

[Chorus]
Hey, yeah, don't let 'em know we're coming
Hey, yeah, tiptoe higher
Take some time to simmer down, keep your head down low
Hey, yeah, tiptoe higher

[Bridge]
Nobody else
Nobody else
Nobody else can take me higher
Nobody else can take me higher
Nobody else can take me higher
Nobody else...

[Chorus]
Hey, yeah, don't let 'em know we're coming
Hey, yeah, tiptoe higher
Take some time to simmer down, keep your head down low
Hey, yeah, tiptoe higher
Hey, yeah, don't let 'em know we're coming
Hey, yeah, tiptoe higher
Take some time to simmer down, keep your head down low
Hey, yeah, tiptoe higher32Embed"
17,Sonata for Althorn and Piano: IV. Das Posthorn (Zwiegespräch) - Lebhaft,"['Paul Hindemith', 'Alexander Melnikov', 'Teunis van der Zwart']",classical,7AE8dFDObE3tbl8JloJVJD,
18,Smack My Bitch Up,['The Prodigy'],club,6mdwPV2pxF5o1WuA9ukTpC,"(Like this)
Change my pitch up
Smack my bitch up
Change my pitch up
Smack my bitch up
(Like this)
Change my pitch up
Smack my bitch up
Change my pitch up
Smack my bitch up
(Like this)
(Like this)
(Like this)
Smack my bitch up
(Like this)
(Like this)
Smack my bitch up
(Like this)
(Like this)
Change my pitch up
Smack my bitch up
Change my pitch up
Smack my bitch up
(Like this)2Embed"
19,THREE,['Daniel Tosh'],comedy,5jPV3O9mmO8eLbURAfAbGT,"So I was walking into whole foods recently, I don’t grocery shop there, it’s too expensive, but I love the smell of lavender so it’s where I get my laundry detergent. Normally when you walk into whole foods there’s somebody outside with a clipboard like “Hey you wanna help pandas keep getting boners?” On this day It was like “Hey you wanna help overturn prop 8?” and imp like “ehh” I just wanted to shop I didn’t want- huhehh. But I noticed there was a really old lady walking in behind me and I wanted to make sure she was asked as well like that I wasn’t profiled “this guy’s queer, he’ll help” an sure enough she asked “maam do you wanna help overturn prop 8?” “Ooohhh” I’m like “explain it to her.” “Its to make gay marriage legal in the state of California.” She’s like “ohhh” and I could just see 80 r 90 y! ears of sexist racist shit that she’s had to put up with go round and round i'm praying she falls over dead like “Carpet munchers, no!” none of which happened, she signed it im an ass hole. Do you remember the commercials they ran? It was a little girl she came running home from school, and shed be like “mommy mommy mommy the teacher said when I get older I can marry a princess if I want to.” And they’re like “what’re you gonna do when your kid says that?” and every parent in California’s like “oh, we’re gonna have to talk to our kids? Sorry queers, nope.” Yea, that’s esperanzas job. So I wanna hire the same little girl to do commercials for me in the state of Utah. And I want her to come running home and be like “mommy mommy mommy how come you’re nine years older than me? Because we learned math, and this doesn’t add up. Mommy mommy mommy mommy,” she’s calling out to all of her mothers, they start to come out of the cabinets in their l! ittle house on the prairie outfits. Trying to explain how open! minded they really are, compared to who? The Amish? Am I the only person that blames global warming entirely on the Amish? Are they not a constant reminder of how awful life would be without all of this great technology? Every time I want to cut back and conserve on natural resources, I just look at the Amish and I’m like “hoho, fuck that, fill it up, fill it up, no no, im not gonna ride around in a buggy, its bad enough I have a four cylinder.” But I would like a fireless fireplace. I don’t know how you did it Amish; apparently you teamed up with the wickens because that is magical. You know the economy’s in the toilet when the Amish can afford full page adds in every paper. Apparently butter is recession proof. Does anyone in hear even know what im talking about at this point? The Amish make this fireplace that doesn’t plug in, there’s no fire, but its pumping out heat, I assume there’s a hamster in there losing his mind. Its no snuggie but it’s a good product. ! Yea somebody bought me a snuggie as a joke gift, hah, jokes on you, I enjoy it. Yea, I toss and turn at night and finally a blanket that’s like “nuh uh, im gonna keep you warm” its like having a small child with polio keep you in a full nelson, the perfect pressure. What upset me about the gift was that’s all I received was one sage green snuggie when in fact I know it comes with 2 snuggies and 2 book lights those are $20 values where the hell is the rest of my gift? Yea. You have until Christmas, or im coming to your house and ripping three quarters of your fat head off your wall. “Not big ben” yea. Ben shouldn’t be in the bathroom with anyone. Ben rothlesberger is Tim tebow minus Jesus. Speaking of quarterbacks. Brett Favre. I love that everybody gave him so much grief to retire, are you kidding me? First of all, do you want me to fix the economy? Because I can, its very simple, you have to be prepared to work really hard for your entire life and eventually ! die. And it’s the ladder that’s the biggest problem, no bo! dy dies. People live forever, people get to retire at 65 that was an age that was set when people would die at 66, 66 and a half, people live forever now and our economy can't afford that. I don’t even know how old my grand parents are, but I know that they should be dead. And trust me, they don’t wanna be alive either there’s not a welcome mat at their front unit in Naples Florida there’s a do not resuscitate nailed to their door. I’m not making that up. If you knock on my grandparent’s house and you see one of them laying on the ground the only thing you are legally allowed to do is a finishing move. “DOOKEN” that’s mine. Brett Favre should retire. Are you out of your mind, he makes $12million a year to play a game. “ Yea im gonna keep playing” “hey Brett the world thinks you should retire” “you said 12 million right? Yea, they can go fuck themselves.” I would never quit are you kidding me? What about 4 years he’s not good enough to be a starter but ! he can be a back up you know what that pays? About 4-5 million “oh, yep im gonna do that.” How bout 10 years not good enough to be a back up but he can be on the practice squad you know what that pays? About 850,000 “uh yep im gonna do that as well.” Play forever. Itd make the game more enjoyable. If people weren’t allowed to retire? Athletes don’t wanna quit either see some 70 year old return a punt, he gets hit he explodes and dies on the field with some honorEmbed"
20,She's More,['Andy Griggs'],country,0bF8vEqQyvTfAMWkbP7MnY,"I like blue eyes, hers are green
Not like the woman of my dreams
And her hair's not quite as long as I had planned
Five foot three isn't tall
She's not the girl I'd pictured at all
In those paint by number
Fantasies I've had

So it took me by complete suprise
When my heart got lost in those deep green eyes
She's not at all what I was lookin for, she's more

No, it wasn't at first sight
But the moment I looked twice
I saw the women I was born to love
Her laughter filled my soul
When I hold her I don't wanna let go
When it comes to her, I can't get enough
So it took me by complete suprise
When my heart got lost in those deep green eyes
She's not at all what I was lookin for, she's more!

More than I dreamed of
More than any man deserves...and I couldn't
Ask for a more than a love like hers

So it took me by complete suprise
When my heart got lost in those deep green eyes
She's not at all what I was lookin for, she's moreEmbed"
21,Waiting For Love - Tundran Remix,"['Avicii', 'Tundran']",dance,3jO7YhCagUGXK3fOZPSY2O,"[Refrain]
Oh, oh, oh, oh
Oh, oh, oh, oh
Oh, oh, oh, oh
Oh, oh
Oh, oh, oh, oh
Oh, oh, oh, oh
Oh, oh, oh, oh
Oh, oh

[Verse 1]
Where there's a will, there's a way, kinda beautiful
And every night has its day, so magical
And if there's love in this life, there's no obstacle
That can't be defeated
For every tyrant a tear for the vulnerable
In every lost soul the bones of a miracle
For every dreamer a dream we're unstoppable
With something to believe in
[Chorus]
Thank the stars it's Friday
I'm burning like a fire gone wild on Saturday
Guess I won't be coming to church on Sunday
I'll be waiting for love
Waiting for love to come around
To come around

[Drop]
To come around
To come around

[Refrain]
Oh, oh, oh, oh
Oh, oh, oh, oh
Oh, oh, oh, oh
Oh, oh

[Verse 2]
We are one of a kind, irreplaceable
How did I get so blind and so cynical?
If there's love in this life we're unstoppable
No, we can't be defeated

[Chorus]
Monday left me broken
Tuesday, I was through with hopin'
Wednesday, my empty arms were open
Thursday, waiting for love, waiting for love
[Breakdownn]
Waiting for love, oh, oh
Waiting for love, oh, oh
Waiting for love, oh, oh
Waiting for love, waiting for love

[Refrain]
Oh, oh, oh, oh
Oh, oh, oh, oh
Oh, oh, oh, oh
Oh, ohEmbed"
22,Happy Tyme,['I-Octane'],dancehall,2NlxRhZY1xOnca6z012EyF,"INSTRUMENTAL

Man have life
Bring a vybz pon di corner
Done wid the crime and the drama
Touch the road fresh like river water
White teas the time warmer

Yes the tugs dem a burn marijuana
And the girls dem a dance to da song yah
Phone ring a who a the caller
No Versi the road carver

Mi tell him, a happy time, happy time yea
When a happy time yo know weh fi find mi
It's an holiday, inna the streets wi a go be
A happy time, happy time yea
When a happy time yo know weh fi find mi
It's an holiday, inna the streets wi a go be

Nazine the place govern
Mad thing when mi engine turn on
North cost wid mi girls dem hug on
Plus the tugs dem deh, deh
So nothing cyaa go wrong

Dem a tell mi fi come on
Mi tell dem mi no ready
Caw mi stubborn
Because the party it loud like truck horn
If mi si yo girl and call to are general
Mi no mean no harm

(Repeat)

White teas, white sneak, out a the dress code
Mi no left black woman a text, mi a text back
Zoom ring off mi phone mi seh yow dan
Him seh Octane the link meck back
Link roll up pon the block and wi go step that
3 party wi crush and wi have a next stop
Woman si mi and a tear off mi vest top
Careless, vex not, guess what
(Repeat)

(Repeat)

(Repeat)

(Repeat 1)

(Repeat)Embed"
23,Buried Dreams,['Carcass'],death-metal,1nS7bYv66OXdVnztWgC4B7,"[Verse 1]
Welcome, it's a world of hate
Your life of buried dreams
Smothered, by the soils of fate
Welcome, to a world of pain
Bitterness your only wealth
The sands of time kicked in your face
Rubbed in your face

[Chorus]
When aspirations are squashed
When life's chances are lost
When all hope is gone
When expectations are quashed
When self-esteem is lost
When ambition is mourned
All you need is hate
[Chorus]
When aspirations are squashed
When life's chances are lost
When all hope is gone
When expectations are quashed
When self-esteem is lost
When ambition is mourned
All you need is hate

[Post-Chorus]
In futility, for self-preservation
We all need someone
Someone to hate

[Lead: Steer & Amott]

[Bridge]
Welcome to a world of hate

[Chorus]
When aspirations are squashed
When life's chances are lost
When all hope is gone
When expectations are quashed
When self-esteem is lost
When ambition is mourned
All you need is hateEmbed"
